p	invgam	alpha	pinvgam
0.9999991	6.78237	.006		.999999
9.E-7	.0	.01		.0
0.9999991	7.24503	.01		.999999
9.E-7	.0	.06		.0
0.9999991	8.98415	.06		.999999
9.E-7	.211754E-60	.1		.900000E-6
0.9999991	9.55397	.1		.999999
9.E-7	.695410E-10	.6		.900000E-6
0.9999991	12.4834	.6		.999999
9.E-7	.900000E-6	1.		.900000E-6
0.9999991	13.9209	1.		.999999
9.E-7	.307334	6.		.900004E-6
0.9999991	25.5423	6.		.999999
9.E-7	1.26172	10.		.899987E-6
0.9999991	32.8535	10.		.999999
9.E-7	1.26172	10.		.899987E-6
0.9999991	32.8535	10.		.999999
9.E-7	29.9732	60.		.899963E-6
0.9999991	104.488	60.		.999999
9.E-7	35.6057	68.		.899993E-6
0.9999991	114.864	68.		.999999
9.E-7	59.2873	100.		.899975E-6
0.9999991	155.202	100.		.999999
9.E-7	88.1846	137.		.899996E-6
0.9999991	200.316	137.		.999999
9.E-7	490.222	600.		.900084E-6
0.9999991	724.303	600.		.999999
9.E-7	520.956	634.		.899990E-6
0.9999991	761.569	634.		.999999
9.E-7	856.209	1000.		.899995E-6
0.9999991	1158.32	1000.		.999999
9.E-7	994.356	1149.		.900065E-6
0.9999991	1318.17	1149.		.999999
9.E-7	5637.39	6000.		.899766E-6
0.9999991	6377.14	6000.		.999999
9.E-7	6156.26	6535.		.900104E-6
0.9999991	6928.27	6535.		.999999
9.E-7	9529.78	10000.		.900119E-6
0.9999991	10484.8	10000.		.999999
9.E-7	9992.59	10474.		.899867E-6
0.9999991	10969.9	10474.		.999999
9.E-7	58837.7	60000.		.899887E-6
0.9999991	61176.8	60000.		.999999
9.E-7	62554.7	63753.		.900297E-6
0.9999991	64965.8	63753.		.999999
8.58953E-7	.0	.0001		.0
0.999999141047	3.33208	.0001		.999999
8.58953E-7	.0	.0006		.0
0.999999141047	4.81375	.0006		.999999
8.58953E-7	.0	.001		.0
0.999999141047	5.25022	.001		.999999
8.58953E-7	.0	.006		.0
0.999999141047	6.82366	.006		.999999
8.58953E-7	.0	.01		.0
0.999999141047	7.28661	.01		.999999
8.58953E-7	.0	.06		.0
0.999999141047	9.02676	.06		.999999
8.58953E-7	.132770E-60	.1		.858953E-6
0.999999141047	9.59694	.1		.999999
8.58953E-7	.643357E-10	.6		.858953E-6
0.999999141047	12.5288	.6		.999999
8.58953E-7	.858953E-6	1.		.858953E-6
0.999999141047	13.9676	1.		.999999
8.58953E-7	.304844	6.		.858951E-6
0.999999141047	25.5997	6.		.999999
8.58953E-7	1.25510	10.		.858967E-6
0.999999141047	32.9169	10.		.999999
8.58953E-7	1.91140	12.		.858934E-6
0.999999141047	36.3294	12.		.999999
8.58953E-7	29.9281	60.		.858966E-6
0.999999141047	104.593	60.		.999999
8.58953E-7	35.5560	68.		.858938E-6
0.999999141047	114.973	68.		.999999
8.58953E-7	59.2216	100.		.858946E-6
0.999999141047	155.328	100.		.999999
8.58953E-7	119.656	176.		.858818E-6
0.999999141047	246.911	176.		.999999
8.58953E-7	490.021	600.		.858971E-6
0.999999141047	724.564	600.		.999999
8.58953E-7	528.898	643.		.859028E-6
0.999999141047	771.687	643.		.999999
8.58953E-7	855.942	1000.		.859013E-6
0.999999141047	1158.65	1000.		.999999
8.58953E-7	1502.46	1692.		.859401E-6
0.999999141047	1896.13	1692.		.999999
8.58953E-7	5636.70	6000.		.859152E-6
0.999999141047	6377.89	6000.		.999999
8.58953E-7	6151.65	6531.		.859091E-6
0.999999141047	6924.94	6531.		.999999
8.58953E-7	9528.87	10000.		.859017E-6
0.999999141047	10485.7	10000.		.999999
8.58953E-7	15790.7	16396.		.859110E-6
0.999999141047	17015.9	16396.		.999999
8.58953E-7	58835.4	60000.		.858302E-6
0.999999141047	61179.2	60000.		.999999
8.58953E-7	64996.2	66220.		.859056E-6
0.999999141047	67458.4	66220.		.999999
8.E-7	.0	.0001		.0
0.9999992	3.38913	.0001		.999999
8.E-7	.0	.0006		.0
0.9999992	4.87409	.0006		.999999
8.E-7	.0	.001		.0
0.9999992	5.31124	.001		.999999
8.E-7	.0	.006		.0
0.9999992	6.88660	.006		.999999
8.E-7	.0	.01		.0
0.9999992	7.35000	.01		.999999
8.E-7	.0	.06		.0
0.9999992	9.09170	.06		.999999
8.E-7	.652089E-61	.1		.800000E-6
0.9999992	9.66242	.1		.999999
8.E-7	.571461E-10	.6		.800000E-6
0.9999992	12.5978	.6		.999999
8.E-7	.800000E-6	1.		.800000E-6
0.9999992	14.0387	1.		.999999
8.E-7	.301092	6.		.799994E-6
0.9999992	25.6871	6.		.999999
8.E-7	1.24508	10.		.799983E-6
0.9999992	33.0133	10.		.999999
8.E-7	1.55910	11.		.799982E-6
0.9999992	34.7372	11.		.999999
8.E-7	29.8596	60.		.800036E-6
0.9999992	104.752	60.		.999999
8.E-7	30.5540	61.		.799979E-6
0.9999992	106.058	61.		.999999
8.E-7	59.1218	100.		.799986E-6
0.9999992	155.518	100.		.999999
8.E-7	75.3469	121.		.799978E-6
0.9999992	181.300	121.		.999999
8.E-7	489.716	600.		.799994E-6
0.9999992	724.959	600.		.999999
8.E-7	546.704	663.		.799988E-6
0.9999992	793.972	663.		.999999
8.E-7	855.535	1000.		.799958E-6
0.9999992	1159.14	1000.		.999999
8.E-7	1203.42	1374.		.799971E-6
0.9999992	1559.26	1374.		.999999
8.E-7	5635.64	6000.		.800166E-6
0.9999992	6379.04	6000.		.999999
8.E-7	6042.85	6420.		.800042E-6
0.9999992	6811.83	6420.		.999999
8.E-7	9527.49	10000.		.800104E-6
0.9999992	10487.2	10000.		.999999
8.E-7	17851.7	18497.		.798919E-6
0.9999992	19156.9	18497.		.999999
8.E-7	58832.0	60000.		.800192E-6
0.9999992	61182.7	60000.		.999999
8.E-7	60851.2	62039.		.800255E-6
0.9999992	63241.5	62039.		.999999
7.04339E-7	.0	.0001		.0
0.999999295661	3.49172	.0001		.999999
7.04339E-7	.0	.0006		.0
0.999999295661	4.98241	.0006		.999999
7.04339E-7	.0	.001		.0
0.999999295661	5.42077	.001		.999999
7.04339E-7	.0	.006		.0
0.999999295661	6.99948	.006		.999999
7.04339E-7	.0	.01		.0
0.999999295661	7.46367	.01		.999999
7.04339E-7	.0	.06		.0
0.999999295661	9.20811	.06		.999999
7.04339E-7	.182484E-61	.1		.704339E-6
0.999999295661	9.77979	.1		.999999
7.04339E-7	.462175E-10	.6		.704339E-6
0.999999295661	12.7215	.6		.999999
7.04339E-7	.704339E-6	1.		.704339E-6
0.999999295661	14.1660	1.		.999999
7.04339E-7	.294493	6.		.704343E-6
0.999999295661	25.8435	6.		.999999
7.04339E-7	1.22737	10.		.704344E-6
0.999999295661	33.1858	10.		.999999
7.04339E-7	2.23385	13.		.704327E-6
0.999999295661	38.2777	13.		.999999
7.04339E-7	29.7376	60.		.704368E-6
0.999999295661	105.035	60.		.999999
7.04339E-7	35.3463	68.		.704331E-6
0.999999295661	115.435	68.		.999999
7.04339E-7	58.9441	100.		.704355E-6
0.999999295661	155.858	100.		.999999
7.04339E-7	124.173	182.		.704491E-6
0.999999295661	254.649	182.		.999999
7.04339E-7	489.172	600.		.704276E-6
0.999999295661	725.666	600.		.999999
7.04339E-7	564.270	683.		.704267E-6
0.999999295661	816.569	683.		.999999
7.04339E-7	854.811	1000.		.704380E-6
0.999999295661	1160.03	1000.		.999999
7.04339E-7	1111.98	1277.		.704122E-6
0.999999295661	1456.86	1277.		.999999
7.04339E-7	5633.75	6000.		.704502E-6
0.999999295661	6381.10	6000.		.999999
7.04339E-7	5885.74	6260.		.704463E-6
0.999999295661	6649.11	6260.		.999999
7.04339E-7	9525.02	10000.		.704207E-6
0.999999295661	10489.8	10000.		.999999
7.04339E-7	9885.20	10369.		.704168E-6
0.999999295661	10867.6	10369.		.999999
7.04339E-7	58825.8	60000.		.703816E-6
0.999999295661	61189.0	60000.		.999999
7.04339E-7	66723.8	67974.		.704765E-6
0.999999295661	69239.1	67974.		.999999
7.E-7	.0	.0001		.0
0.9999993	3.49671	.0001		.999999
7.E-7	.0	.0006		.0
0.9999993	4.98767	.0006		.999999
7.E-7	.0	.001		.0
0.9999993	5.42609	.001		.999999
7.E-7	.0	.006		.0
0.9999993	7.00496	.006		.999999
7.E-7	.0	.01		.0
0.9999993	7.46919	.01		.999999
7.E-7	.0	.06		.0
0.9999993	9.21376	.06		.999999
7.E-7	.171549E-61	.1		.700000E-6
0.9999993	9.78548	.1		.999999
7.E-7	.457439E-10	.6		.700000E-6
0.9999993	12.7275	.6		.999999
7.E-7	.700000E-6	1.		.700000E-6
0.9999993	14.1722	1.		.999999
7.E-7	.294176	6.		.699996E-6
0.9999993	25.8511	6.		.999999
7.E-7	1.22652	10.		.700016E-6
0.9999993	33.1942	10.		.999999
7.E-7	1.87371	12.		.700008E-6
0.9999993	36.6180	12.		.999999
7.E-7	29.7317	60.		.700026E-6
0.9999993	105.049	60.		.999999
7.E-7	31.8174	63.		.699987E-6
0.9999993	108.967	63.		.999999
7.E-7	58.9355	100.		.700013E-6
0.9999993	155.875	100.		.999999
7.E-7	102.973	156.		.699923E-6
0.9999993	223.853	156.		.999999
7.E-7	489.146	600.		.699987E-6
0.9999993	725.700	600.		.999999
7.E-7	560.612	679.		.700050E-6
0.9999993	812.236	679.		.999999
7.E-7	854.776	1000.		.700048E-6
0.9999993	1160.07	1000.		.999999
7.E-7	1571.55	1767.		.699884E-6
0.9999993	1977.30	1767.		.999999
7.E-7	5633.66	6000.		.700232E-6
0.9999993	6381.20	6000.		.999999
7.E-7	6161.08	6544.		.699961E-6
0.9999993	6941.77	6544.		.999999
7.E-7	9524.90	10000.		.699841E-6
0.9999993	10489.9	10000.		.999999
7.E-7	19108.8	19780.		.699593E-6
0.9999993	20466.0	19780.		.999999
7.E-7	58825.5	60000.		.699448E-6
0.9999993	61189.3	60000.		.999999
7.E-7	62620.4	63832.		.700267E-6
0.9999993	65058.5	63832.		.999999
6.95602E-7	.0	.0001		.0
0.999999304398	3.50180	.0001		.999999
6.95602E-7	.0	.0006		.0
0.999999304398	4.99304	.0006		.999999
6.95602E-7	.0	.001		.0
0.999999304398	5.43152	.001		.999999
6.95602E-7	.0	.006		.0
0.999999304398	7.01055	.006		.999999
6.95602E-7	.0	.01		.0
0.999999304398	7.47482	.01		.999999
6.95602E-7	.0	.06		.0
0.999999304398	9.21952	.06		.999999
6.95602E-7	.161070E-61	.1		.695602E-6
0.999999304398	9.79129	.1		.999999
6.95602E-7	.452659E-10	.6		.695602E-6
0.999999304398	12.7337	.6		.999999
6.95602E-7	.695602E-6	1.		.695602E-6
0.999999304398	14.1785	1.		.999999
6.95602E-7	.293854	6.		.695602E-6
0.999999304398	25.8588	6.		.999999
6.95602E-7	1.22565	10.		.695611E-6
0.999999304398	33.2027	10.		.999999
6.95602E-7	4.76303	19.		.695609E-6
0.999999304398	47.8689	19.		.999999
6.95602E-7	29.7257	60.		.695635E-6
0.999999304398	105.063	60.		.999999
6.95602E-7	30.4184	61.		.695607E-6
0.999999304398	106.372	61.		.999999
6.95602E-7	58.9267	100.		.695596E-6
0.999999304398	155.891	100.		.999999
6.95602E-7	114.323	170.		.695533E-6
0.999999304398	240.513	170.		.999999
6.95602E-7	489.119	600.		.695560E-6
0.999999304398	725.735	600.		.999999
6.95602E-7	531.580	647.		.695620E-6
0.999999304398	777.275	647.		.999999
6.95602E-7	854.740	1000.		.695619E-6
0.999999304398	1160.12	1000.		.999999
6.95602E-7	1358.92	1541.		.695968E-6
0.999999304398	1737.94	1541.		.999999
6.95602E-7	5633.56	6000.		.695516E-6
0.999999304398	6381.30	6000.		.999999
6.95602E-7	6489.03	6882.		.695680E-6
0.999999304398	7289.83	6882.		.999999
6.95602E-7	9524.78	10000.		.695501E-6
0.999999304398	10490.1	10000.		.999999
6.95602E-7	13227.7	13787.		.694929E-6
0.999999304398	14361.1	13787.		.999999
6.95602E-7	58825.2	60000.		.695106E-6
0.999999304398	61189.6	60000.		.999999
6.95602E-7	59063.9	60241.		.696142E-6
0.999999304398	61433.0	60241.		.999999
6.E-7	.0	.0001		.0
0.9999994	3.62159	.0001		.999999
6.E-7	.0	.0006		.0
0.9999994	5.11922	.0006		.999999
6.E-7	.0	.001		.0
0.9999994	5.55905	.001		.999999
6.E-7	.0	.006		.0
0.9999994	7.14185	.006		.999999
6.E-7	.0	.01		.0
0.9999994	7.60702	.01		.999999
6.E-7	.0	.06		.0
0.9999994	9.35482	.06		.999999
6.E-7	.367214E-62	.1		.600000E-6
0.9999994	9.92769	.1		.999999
6.E-7	.353798E-10	.6		.600000E-6
0.9999994	12.8773	.6		.999999
6.E-7	.600000E-6	1.		.600000E-6
0.9999994	14.3263	1.		.999999
6.E-7	.286398	6.		.600001E-6
0.9999994	26.0401	6.		.999999
6.E-7	1.20547	10.		.600004E-6
0.9999994	33.4026	10.		.999999
6.E-7	3.81419	17.		.599998E-6
0.9999994	44.9745	17.		.999999
6.E-7	29.5853	60.		.599991E-6
0.9999994	105.391	60.		.999999
6.E-7	33.0640	65.		.599983E-6
0.9999994	111.918	65.		.999999
6.E-7	58.7220	100.		.599984E-6
0.9999994	156.285	100.		.999999
6.E-7	91.4599	142.		.599988E-6
0.9999994	207.560	142.		.999999
6.E-7	488.492	600.		.599959E-6
0.9999994	726.552	600.		.999999
6.E-7	511.945	626.		.600043E-6
0.9999994	755.100	626.		.999999
6.E-7	853.904	1000.		.599999E-6
0.9999994	1161.14	1000.		.999999
6.E-7	891.789	1041.		.599961E-6
0.9999994	1205.26	1041.		.999999
6.E-7	5631.38	6000.		.599983E-6
0.9999994	6383.67	6000.		.999999
6.E-7	6178.10	6564.		.599952E-6
0.9999994	6964.95	6564.		.999999
6.E-7	9521.94	10000.		.600019E-6
0.9999994	10493.1	10000.		.999999
6.E-7	16968.2	17605.		.598968E-6
0.9999994	18256.8	17605.		.999999
6.E-7	58818.1	60000.		.599585E-6
0.9999994	61196.9	60000.		.999999
6.E-7	63937.0	65169.		.600491E-6
0.9999994	66416.1	65169.		.999999
5.31912E-7	.0	.0001		.0
0.999999468088	3.71967	.0001		.999999
5.31912E-7	.0	.0006		.0
0.999999468088	5.22232	.0006		.999999
5.31912E-7	.0	.001		.0
0.999999468088	5.66322	.001		.999999
5.31912E-7	.0	.006		.0
0.999999468088	7.24900	.006		.999999
5.31912E-7	.0	.01		.0
0.999999468088	7.71488	.01		.999999
5.31912E-7	.0	.06		.0
0.999999468088	9.46517	.06		.999999
5.31912E-7	.110104E-62	.1		.531912E-6
0.999999468088	10.0389	.1		.999999
5.31912E-7	.289447E-10	.6		.531912E-6
0.999999468088	12.9944	.6		.999999
5.31912E-7	.531912E-6	1.		.531912E-6
0.999999468088	14.4468	1.		.999999
5.31912E-7	.280469	6.		.531908E-6
0.999999468088	26.1876	6.		.999999
5.31912E-7	1.18930	10.		.531895E-6
0.999999468088	33.5651	10.		.999999
5.31912E-7	1.18930	10.		.531895E-6
0.999999468088	33.5651	10.		.999999
5.31912E-7	29.4719	60.		.531910E-6
0.999999468088	105.658	60.		.999999
5.31912E-7	31.5476	63.		.531898E-6
0.999999468088	109.586	63.		.999999
5.31912E-7	58.5565	100.		.531913E-6
0.999999468088	156.604	100.		.999999
5.31912E-7	134.290	195.		.531952E-6
0.999999468088	270.893	195.		.999999
5.31912E-7	487.984	600.		.531851E-6
0.999999468088	727.214	600.		.999999
5.31912E-7	492.488	605.		.531921E-6
0.999999468088	732.711	605.		.999999
5.31912E-7	853.227	1000.		.531922E-6
0.999999468088	1161.97	1000.		.999999
5.31912E-7	1085.02	1250.		.531734E-6
0.999999468088	1430.18	1250.		.999999
5.31912E-7	5629.61	6000.		.531814E-6
0.999999468088	6385.59	6000.		.999999
5.31912E-7	6584.77	6985.		.531945E-6
0.999999468088	7400.44	6985.		.999999
5.31912E-7	9519.64	10000.		.532050E-6
0.999999468088	10495.6	10000.		.999999
5.31912E-7	16593.2	17226.		.532582E-6
0.999999468088	17874.0	17226.		.999999
5.31912E-7	58812.4	60000.		.532163E-6
0.999999468088	61202.8	60000.		.999999
5.31912E-7	67928.0	69204.		.532177E-6
0.999999468088	70495.2	69204.		.999999
5.E-7	.0	.0001		.0
0.9999995	3.77021	.0001		.999999
5.E-7	.0	.0006		.0
0.9999995	5.27538	.0006		1.00000
5.E-7	.0	.001		.0
0.9999995	5.71681	.001		.999999
5.E-7	.0	.006		.0
0.9999995	7.30411	.006		1.00000
5.E-7	.0	.01		.0
0.9999995	7.77034	.01		1.00000
5.E-7	.0	.06		.0
0.9999995	9.52188	.06		.999999
5.E-7	.593071E-63	.1		.500000E-6
0.9999995	10.0961	.1		1.00000
5.E-7	.261088E-10	.6		.500000E-6
0.9999995	13.0545	.6		.999999
5.E-7	.500000E-6	1.		.500000E-6
0.9999995	14.5087	1.		1.00000
5.E-7	.277474	6.		.500001E-6
0.9999995	26.2633	6.		1.00000
5.E-7	1.18110	10.		.500016E-6
0.9999995	33.6484	10.		.999999
5.E-7	4.20276	18.		.499998E-6
0.9999995	46.8273	18.		1.00000
5.E-7	29.4140	60.		.500017E-6
0.9999995	105.795	60.		1.00000
5.E-7	33.5823	66.		.500015E-6
0.9999995	113.633	66.		.999999
5.E-7	58.4719	100.		.500005E-6
0.9999995	156.767	100.		.999999
5.E-7	137.463	199.		.500110E-6
0.9999995	275.800	199.		1.00000
5.E-7	487.725	600.		.500038E-6
0.9999995	727.553	600.		.999999
5.E-7	508.452	623.		.500044E-6
0.9999995	752.826	623.		.999999
5.E-7	852.880	1000.		.499962E-6
0.9999995	1162.40	1000.		.999999
5.E-7	1652.85	1856.		.500011E-6
0.9999995	2074.43	1856.		.999999
5.E-7	5628.71	6000.		.500071E-6
0.9999995	6386.58	6000.		1.00000
5.E-7	6563.40	6964.		.499850E-6
0.9999995	7379.88	6964.		.999999
5.E-7	9518.46	10000.		.500115E-6
0.9999995	10496.8	10000.		.999999
5.E-7	15175.1	15782.		.499893E-6
0.9999995	16404.2	15782.		1.00000
5.E-7	58809.4	60000.		.499669E-6
0.9999995	61205.9	60000.		1.00000
5.E-7	68286.4	69569.		.499819E-6
0.9999995	70866.9	69569.		1.00000
4.05935E-7	.0	.0001		.0
0.999999594065	3.94125	.0001		1.00000
4.05935E-7	.0	.0006		.0
0.999999594065	5.45460	.0006		1.00000
4.05935E-7	.0	.001		.0
0.999999594065	5.89780	.001		1.00000
4.05935E-7	.0	.006		.0
0.999999594065	7.49002	.006		1.00000
4.05935E-7	.0	.01		.0
0.999999594065	7.95744	.01		1.00000
4.05935E-7	.0	.06		.0
0.999999594065	9.71313	.06		1.00000
4.05935E-7	.737856E-64	.1		.405935E-6
0.999999594065	10.2888	.1		1.00000
4.05935E-7	.184472E-10	.6		.405935E-6
0.999999594065	13.2572	.6		1.00000
4.05935E-7	.405935E-6	1.		.405935E-6
0.999999594065	14.7171	1.		1.00000
4.05935E-7	.267626	6.		.405933E-6
0.999999594065	26.5179	6.		1.00000
4.05935E-7	1.15391	10.		.405947E-6
0.999999594065	33.9288	10.		1.00000
4.05935E-7	2.12471	13.		.405943E-6
0.999999594065	39.0647	13.		1.00000
4.05935E-7	29.2204	60.		.405945E-6
0.999999594065	106.253	60.		1.00000
4.05935E-7	34.7767	68.		.405940E-6
0.999999594065	116.706	68.		1.00000
4.05935E-7	58.1889	100.		.405930E-6
0.999999594065	157.316	100.		1.00000
4.05935E-7	100.358	154.		.405859E-6
0.999999594065	223.164	154.		1.00000
4.05935E-7	486.855	600.		.405974E-6
0.999999594065	728.690	600.		1.00000
4.05935E-7	531.925	650.		.405913E-6
0.999999594065	783.620	650.		1.00000
4.05935E-7	851.720	1000.		.405944E-6
0.999999594065	1163.83	1000.		1.00000
4.05935E-7	1598.45	1800.		.405868E-6
0.999999594065	2017.10	1800.		1.00000
4.05935E-7	5625.68	6000.		.406041E-6
0.999999594065	6389.88	6000.		1.00000
4.05935E-7	6515.49	6918.		.405936E-6
0.999999594065	7336.06	6918.		1.00000
4.05935E-7	9514.50	10000.		.405864E-6
0.999999594065	10501.0	10000.		1.00000
4.05935E-7	13097.1	13666.		.405214E-6
0.999999594065	14250.4	13666.		1.00000
4.05935E-7	58799.6	60000.		.406298E-6
0.999999594065	61216.0	60000.		1.00000
4.05935E-7	61672.7	62902.		.406065E-6
0.999999594065	64146.9	62902.		1.00000
4.E-7	.0	.0001		.0
0.9999996	3.95338	.0001		1.00000
4.E-7	.0	.0006		.0
0.9999996	5.46730	.0006		1.00000
4.E-7	.0	.001		.0
0.9999996	5.91061	.001		1.00000
4.E-7	.0	.006		.0
0.9999996	7.50318	.006		1.00000
4.E-7	.0	.01		.0
0.9999996	7.97067	.01		1.00000
4.E-7	.0	.06		.0
0.9999996	9.72665	.06		1.00000
4.E-7	.636805E-64	.1		.400000E-6
0.9999996	10.3024	.1		1.00000
4.E-7	.179999E-10	.6		.400000E-6
0.9999996	13.2715	.6		1.00000
4.E-7	.400000E-6	1.		.400000E-6
0.9999996	14.7318	1.		1.00000
4.E-7	.266944	6.		.399998E-6
0.9999996	26.5359	6.		1.00000
4.E-7	1.15201	10.		.399996E-6
0.9999996	33.9486	10.		1.00000
4.E-7	4.13678	18.		.399996E-6
0.9999996	47.1710	18.		1.00000
4.E-7	29.2068	60.		.400006E-6
0.9999996	106.286	60.		1.00000
4.E-7	29.2068	60.		.400006E-6
0.9999996	106.286	60.		1.00000
4.E-7	58.1690	100.		.399988E-6
0.9999996	157.355	100.		1.00000
4.E-7	63.4805	107.		.400004E-6
0.9999996	166.047	107.		1.00000
4.E-7	486.793	600.		.399961E-6
0.9999996	728.771	600.		1.00000
4.E-7	539.090	658.		.400015E-6
0.9999996	792.475	658.		1.00000
4.E-7	851.638	1000.		.399982E-6
0.9999996	1163.93	1000.		1.00000
4.E-7	1026.53	1189.		.399728E-6
0.9999996	1367.03	1189.		1.00000
4.E-7	5625.46	6000.		.399920E-6
0.9999996	6390.11	6000.		1.00000
4.E-7	6525.93	6929.		.399898E-6
0.9999996	7347.64	6929.		1.00000
4.E-7	9514.23	10000.		.400102E-6
0.9999996	10501.3	10000.		1.00000
4.E-7	11856.2	12398.		.399442E-6
0.9999996	12955.3	12398.		1.00000
4.E-7	58798.9	60000.		.400314E-6
0.9999996	61216.7	60000.		1.00000
4.E-7	65510.4	66778.		.399946E-6
0.9999996	68061.2	66778.		1.00000
3.44186E-7	.0	.0001		.0
0.999999655814	4.07750	.0001		1.00000
3.44186E-7	.0	.0006		.0
0.999999655814	5.59703	.0006		1.00000
3.44186E-7	.0	.001		.0
0.999999655814	6.04155	.001		1.00000
3.44186E-7	.0	.006		.0
0.999999655814	7.63754	.006		1.00000
3.44186E-7	.0	.01		.0
0.999999655814	8.10586	.01		1.00000
3.44186E-7	.0	.06		.0
0.999999655814	9.86475	.06		1.00000
3.44186E-7	.141690E-64	.1		.344186E-6
0.999999655814	10.4416	.1		1.00000
3.44186E-7	.140117E-10	.6		.344185E-6
0.999999655814	13.4177	.6		1.00000
3.44186E-7	.344186E-6	1.		.344186E-6
0.999999655814	14.8821	1.		1.00000
3.44186E-7	.260087	6.		.344183E-6
0.999999655814	26.7191	6.		1.00000
3.44186E-7	1.13287	10.		.344176E-6
0.999999655814	34.1502	10.		1.00000
3.44186E-7	2.45791	14.		.344181E-6
0.999999655814	40.9607	14.		1.00000
3.44186E-7	29.0688	60.		.344190E-6
0.999999655814	106.615	60.		1.00000
3.44186E-7	31.8204	64.		.344184E-6
0.999999655814	111.868	64.		1.00000
3.44186E-7	57.9671	100.		.344189E-6
0.999999655814	157.749	100.		1.00000
3.44186E-7	70.9349	117.		.344178E-6
0.999999655814	178.788	117.		1.00000
3.44186E-7	486.171	600.		.344170E-6
0.999999655814	729.586	600.		1.00000
3.44186E-7	561.039	683.		.344179E-6
0.999999655814	820.719	683.		1.00000
3.44186E-7	850.808	1000.		.344181E-6
0.999999655814	1164.95	1000.		1.00000
3.44186E-7	1401.73	1592.		.344071E-6
0.999999655814	1798.03	1592.		1.00000
3.44186E-7	5623.29	6000.		.344111E-6
0.999999655814	6392.47	6000.		1.00000
3.44186E-7	6273.36	6671.		.344154E-6
0.999999655814	7084.40	6671.		1.00000
3.44186E-7	9511.40	10000.		.344254E-6
0.999999655814	10504.4	10000.		1.00000
3.44186E-7	11698.6	12240.		.344148E-6
0.999999655814	12797.2	12240.		1.00000
3.44186E-7	58791.8	60000.		.344223E-6
0.999999655814	61224.0	60000.		1.00000
3.44186E-7	68675.5	69981.		.343931E-6
0.999999655814	71302.2	69981.		1.00000
3.E-7	.0	.0001		.0
0.9999997	4.19148	.0001		1.00000
3.E-7	.0	.0006		.0
0.9999997	5.71596	.0006		1.00000
3.E-7	.0	.001		.0
0.9999997	6.16156	.001		1.00000
3.E-7	.0	.006		.0
0.9999997	7.76059	.006		1.00000
3.E-7	.0	.01		.0
0.9999997	8.22964	.01		1.00000
3.E-7	.0	.06		.0
0.9999997	9.99113	.06		1.00000
3.E-7	.358607E-65	.1		.300000E-6
0.9999997	10.5689	.1		1.00000
3.E-7	.111439E-10	.6		.299999E-6
0.9999997	13.5514	.6		1.00000
3.E-7	.300000E-6	1.		.300000E-6
0.9999997	15.0195	1.		1.00000
3.E-7	.253978	6.		.299997E-6
0.9999997	26.8865	6.		1.00000
3.E-7	1.11569	10.		.300010E-6
0.9999997	34.3343	10.		1.00000
3.E-7	4.05365	18.		.300001E-6
0.9999997	47.6122	18.		1.00000
3.E-7	28.9437	60.		.300006E-6
0.9999997	106.915	60.		1.00000
3.E-7	30.3113	62.		.300000E-6
0.9999997	109.550	62.		1.00000
3.E-7	57.7838	100.		.299991E-6
0.9999997	158.108	100.		1.00000
3.E-7	89.4756	141.		.299995E-6
0.9999997	208.431	141.		1.00000
3.E-7	485.606	600.		.300018E-6
0.9999997	730.327	600.		1.00000
3.E-7	547.773	669.		.300006E-6
0.9999997	806.161	669.		1.00000
3.E-7	850.054	1000.		.300026E-6
0.9999997	1165.88	1000.		1.00000
3.E-7	1510.57	1709.		.299918E-6
0.9999997	1923.37	1709.		1.00000
3.E-7	5621.32	6000.		.299995E-6
0.9999997	6394.62	6000.		1.00000
3.E-7	5835.27	6221.		.300103E-6
0.9999997	6622.68	6221.		1.00000
3.E-7	9508.82	10000.		.299937E-6
0.9999997	10507.1	10000.		1.00000
3.E-7	12992.6	13566.		.299913E-6
0.9999997	14155.3	13566.		1.00000
3.E-7	58785.4	60000.		.300212E-6
0.9999997	61230.6	60000.		1.00000
3.E-7	60295.9	61526.		.299889E-6
0.9999997	62772.0	61526.		1.00000
2.915E-7	.0	.0001		.0
0.9999997085	4.21538	.0001		1.00000
2.915E-7	.0	.0006		.0
0.9999997085	5.74088	.0006		1.00000
2.915E-7	.0	.001		.0
0.9999997085	6.18670	.001		1.00000
2.915E-7	.0	.006		.0
0.9999997085	7.78635	.006		1.00000
2.915E-7	.0	.01		.0
0.9999997085	8.25556	.01		1.00000
2.915E-7	.0	.06		.0
0.9999997085	10.0176	.06		1.00000
2.915E-7	.269025E-65	.1		.291500E-6
0.9999997085	10.5955	.1		1.00000
2.915E-7	.106227E-10	.6		.291500E-6
0.9999997085	13.5794	.6		1.00000
2.915E-7	.291500E-6	1.		.291500E-6
0.9999997085	15.0482	1.		1.00000
2.915E-7	.252719	6.		.291497E-6
0.9999997085	26.9214	6.		1.00000
2.915E-7	1.11213	10.		.291507E-6
0.9999997085	34.3727	10.		1.00000
2.915E-7	4.48878	19.		.291502E-6
0.9999997085	49.2273	19.		1.00000
2.915E-7	28.9176	60.		.291488E-6
0.9999997085	106.977	60.		1.00000
2.915E-7	30.2846	62.		.291508E-6
0.9999997085	109.613	62.		1.00000
2.915E-7	57.7457	100.		.291506E-6
0.9999997085	158.183	100.		1.00000
