p	invchi	df	pinvchi	
0.9999994	7135.47	6564	.999999
6.E-7	9328.30	10000	.600079E-6
0.9999994	10701.8	10000	.999999
6.E-7	16708.9	17605	.600409E-6
0.9999994	18531.2	17605	.999999
6.E-7	58333.0	60000	.600149E-6
0.9999994	61697.1	60000	.999999
6.E-7	63431.0	65169	.599769E-6
0.9999994	66937.1	65169	.999999
5.31912E-7	.444426E-12	1	.531912E-6
0.999999468088	25.1445	1	.999999
5.31912E-7	.295550E-1	6	.531912E-6
0.999999468088	39.6572	6	.999999
5.31912E-7	.297005	10	.531910E-6
0.999999468088	48.3668	10	.999999
5.31912E-7	.297005	10	.531910E-6
0.999999468088	48.3668	10	.999999
5.31912E-7	20.7545	60	.531922E-6
0.999999468088	129.353	60	.999999
5.31912E-7	22.4628	63	.531889E-6
0.999999468088	133.659	63	.999999
5.31912E-7	45.4570	100	.531928E-6
0.999999468088	184.772	100	.999999
5.31912E-7	113.334	195	.532011E-6
0.999999468088	306.985	195	.999999
5.31912E-7	445.898	600	.531902E-6
0.999999468088	784.483	600	.999999
5.31912E-7	450.196	605	.531865E-6
0.999999468088	790.185	605	.999999
5.31912E-7	796.777	1000	.531895E-6
0.999999468088	1233.62	1000	.999999
5.31912E-7	1021.04	1250	.531677E-6
0.999999468088	1509.35	1250	.999999
5.31912E-7	5480.60	6000	.531797E-6
0.999999468088	6549.80	6000	.999999
5.31912E-7	6423.40	6985	.531857E-6
0.999999468088	7577.01	6985	.999999
5.31912E-7	9325.08	10000	.531866E-6
0.999999468088	10705.3	10000	.999999
5.31912E-7	16335.5	17226	.532370E-6
0.999999468088	18146.9	17226	.999999
5.31912E-7	58324.9	60000	.532002E-6
0.999999468088	61705.5	60000	.999999
5.31912E-7	67403.9	69204	.532142E-6
0.999999468088	71034.5	69204	.999999
5.E-7	.392699E-12	1	.500000E-6
0.9999995	25.2638	1	.999999
5.E-7	.289495E-1	6	.499999E-6
0.9999995	39.7940	6	.999999
5.E-7	.293262	10	.500004E-6
0.9999995	48.5137	10	.999999
5.E-7	1.81057	18	.500009E-6
0.9999995	63.7500	18	1.00000
5.E-7	20.6908	60	.500021E-6
0.9999995	129.573	60	1.00000
5.E-7	24.1304	66	.499996E-6
0.9999995	138.161	66	.999999
5.E-7	45.3568	100	.499990E-6
0.9999995	185.030	100	1.00000
5.E-7	116.187	199	.499953E-6
0.9999995	312.291	199	1.00000
5.E-7	445.553	600	.500037E-6
0.9999995	784.987	600	.999999
5.E-7	465.341	623	.500013E-6
0.9999995	811.200	623	.999999
5.E-7	796.309	1000	.499968E-6
0.9999995	1234.24	1000	.999999
5.E-7	1573.10	1856	.499978E-6
0.9999995	2169.46	1856	.999999
5.E-7	5479.35	6000	.500056E-6
0.9999995	6551.22	6000	.999999
5.E-7	6401.91	6964	.500003E-6
0.9999995	7556.66	6964	1.00000
5.E-7	9323.44	10000	.500051E-6
0.9999995	10707.1	10000	.999999
5.E-7	14928.2	15782	.500418E-6
0.9999995	16666.4	15782	1.00000
5.E-7	58320.7	60000	.499661E-6
0.9999995	61709.8	60000	.999999
5.E-7	67759.6	69569	.499858E-6
0.9999995	71409.0	69569	1.00000
4.05935E-7	.258841E-12	1	.405935E-6
0.999999594065	25.6659	1	1.00000
4.05935E-7	.270000E-1	6	.405933E-6
0.999999594065	40.2546	6	1.00000
4.05935E-7	.281003	10	.405938E-6
0.999999594065	49.0081	10	1.00000
4.05935E-7	.693663	13	.405934E-6
0.999999594065	54.9888	13	1.00000
4.05935E-7	20.4782	60	.405931E-6
0.999999594065	130.311	60	1.00000
4.05935E-7	25.0627	68	.405951E-6
0.999999594065	141.763	68	1.00000
4.05935E-7	45.0224	100	.405932E-6
0.999999594065	185.893	100	1.00000
4.05935E-7	82.3810	154	.405944E-6
0.999999594065	256.601	154	1.00000
4.05935E-7	444.396	600	.405946E-6
0.999999594065	786.678	600	1.00000
4.05935E-7	487.431	650	.405942E-6
0.999999594065	843.646	650	1.00000
4.05935E-7	794.743	1000	.405931E-6
0.999999594065	1236.34	1000	1.00000
4.05935E-7	1519.44	1800	.405944E-6
0.999999594065	2111.66	1800	1.00000
4.05935E-7	5475.14	6000	.405991E-6
0.999999594065	6555.97	6000	1.00000
4.05935E-7	6353.28	6918	.405955E-6
0.999999594065	7513.82	6918	1.00000
4.05935E-7	9317.93	10000	.406010E-6
0.999999594065	10713.2	10000	1.00000
4.05935E-7	12866.0	13666	.405466E-6
0.999999594065	14497.1	13666	1.00000
4.05935E-7	58306.9	60000	.406180E-6
0.999999594065	61724.2	60000	1.00000
4.05935E-7	61168.0	62902	.405772E-6
0.999999594065	64667.1	62902	1.00000
4.E-7	.251327E-12	1	.400000E-6
0.9999996	25.6943	1	1.00000
4.E-7	.268674E-1	6	.400001E-6
0.9999996	40.2871	6	1.00000
4.E-7	.280156	10	.399998E-6
0.9999996	49.0430	10	1.00000
4.E-7	1.76198	18	.400002E-6
0.9999996	64.3375	18	1.00000
4.E-7	20.4633	60	.399995E-6
0.9999996	130.363	60	1.00000
4.E-7	20.4633	60	.399995E-6
0.9999996	130.363	60	1.00000
4.E-7	44.9989	100	.399990E-6
0.9999996	185.954	100	1.00000
4.E-7	49.6267	107	.399990E-6
0.9999996	195.339	107	1.00000
4.E-7	444.315	600	.400035E-6
0.9999996	786.797	600	1.00000
4.E-7	494.256	658	.400027E-6
0.9999996	852.859	658	1.00000
4.E-7	794.633	1000	.400005E-6
0.9999996	1236.49	1000	1.00000
4.E-7	963.697	1189	.400021E-6
0.9999996	1445.43	1189	1.00000
4.E-7	5474.84	6000	.399980E-6
0.9999996	6556.30	6000	1.00000
4.E-7	6363.50	6929	.400034E-6
0.9999996	7525.64	6929	1.00000
4.E-7	9317.54	10000	.400041E-6
0.9999996	10713.6	10000	1.00000
4.E-7	11636.4	12398	.400667E-6
0.9999996	13190.8	12398	1.00000
4.E-7	58305.9	60000	.400104E-6
0.9999996	61725.3	60000	1.00000
4.E-7	64989.9	66778	.399999E-6
0.9999996	68597.2	66778	1.00000
3.44186E-7	.186083E-12	1	.344186E-6
0.999999655814	25.9844	1	1.00000
3.44186E-7	.255504E-1	6	.344185E-6
0.999999655814	40.6189	6	1.00000
3.44186E-7	.271670	10	.344189E-6
0.999999655814	49.3989	10	1.00000
3.44186E-7	.850448	14	.344186E-6
0.999999655814	57.3206	14	1.00000
3.44186E-7	20.3122	60	.344185E-6
0.999999655814	130.893	60	1.00000
3.44186E-7	22.5685	64	.344189E-6
0.999999655814	136.657	64	1.00000
3.44186E-7	44.7607	100	.344189E-6
0.999999655814	186.574	100	1.00000
3.44186E-7	56.0947	117	.344179E-6
0.999999655814	209.268	117	1.00000
3.44186E-7	443.488	600	.344202E-6
0.999999655814	788.010	600	1.00000
3.44186E-7	514.997	683	.344164E-6
0.999999655814	882.504	683	1.00000
3.44186E-7	793.513	1000	.344192E-6
0.999999655814	1238.00	1000	1.00000
3.44186E-7	1327.45	1592	.344255E-6
0.999999655814	1888.07	1592	1.00000
3.44186E-7	5471.83	6000	.344220E-6
0.999999655814	6559.70	6000	1.00000
3.44186E-7	6113.23	6671	.344211E-6
0.999999655814	7260.30	6671	1.00000
3.44186E-7	9313.59	10000	.344154E-6
0.999999655814	10717.9	10000	1.00000
3.44186E-7	11478.9	12240	.343786E-6
0.999999655814	13032.6	12240	1.00000
3.44186E-7	58295.9	60000	.343960E-6
0.999999655814	61735.6	60000	1.00000
3.44186E-7	68139.4	69981	.344178E-6
0.999999655814	71854.1	69981	1.00000
3.E-7	.141372E-12	1	.300000E-6
0.9999997	26.2497	1	1.00000
3.E-7	.244031E-1	6	.300000E-6
0.9999997	40.9220	6	1.00000
3.E-7	.264140	10	.299997E-6
0.9999997	49.7239	10	1.00000
3.E-7	1.70143	18	.299996E-6
0.9999997	65.0926	18	1.00000
3.E-7	20.1755	60	.300007E-6
0.9999997	131.376	60	1.00000
3.E-7	21.2926	62	.300011E-6
0.9999997	134.269	62	1.00000
3.E-7	44.5448	100	.300004E-6
0.9999997	187.139	100	1.00000
3.E-7	72.4575	141	.299994E-6
0.9999997	241.284	141	1.00000
3.E-7	442.737	600	.300016E-6
0.9999997	789.113	600	1.00000
3.E-7	502.082	669	.299980E-6
0.9999997	867.771	669	1.00000
3.E-7	792.495	1000	.299995E-6
0.9999997	1239.37	1000	1.00000
3.E-7	1432.96	1709	.299976E-6
0.9999997	2016.91	1709	1.00000
3.E-7	5469.09	6000	.300020E-6
0.9999997	6562.79	6000	1.00000
3.E-7	5680.11	6221	.299971E-6
0.9999997	6793.77	6221	1.00000
3.E-7	9310.01	10000	.300051E-6
0.9999997	10721.9	10000	1.00000
3.E-7	12759.7	13566	.299632E-6
0.9999997	14404.1	13566	1.00000
3.E-7	58286.9	60000	.299980E-6
0.9999997	61745.0	60000	1.00000
3.E-7	59791.1	61526	.300201E-6
0.9999997	63292.8	61526	1.00000
2.915E-7	.133474E-12	1	.291500E-6
0.9999997085	26.3052	1	1.00000
2.915E-7	.241697E-1	6	.291499E-6
0.9999997085	40.9853	6	1.00000
2.915E-7	.262593	10	.291502E-6
0.9999997085	49.7918	10	1.00000
2.915E-7	1.95257	19	.291504E-6
0.9999997085	66.9667	19	1.00000
2.915E-7	20.1470	60	.291487E-6
0.9999997085	131.477	60	1.00000
2.915E-7	21.2632	62	.291496E-6
0.9999997085	134.371	62	1.00000
2.915E-7	44.4998	100	.291492E-6
0.9999997085	187.257	100	1.00000
2.915E-7	94.7025	172	.291499E-6
0.9999997085	281.138	172	1.00000
2.915E-7	442.580	600	.291490E-6
0.9999997085	789.343	600	1.00000
2.915E-7	445.149	603	.291511E-6
0.9999997085	792.775	603	1.00000
2.915E-7	792.283	1000	.291501E-6
0.9999997085	1239.65	1000	1.00000
2.915E-7	1159.53	1409	.291474E-6
0.9999997085	1690.41	1409	1.00000
2.915E-7	5468.52	6000	.291537E-6
0.9999997085	6563.44	6000	1.00000
2.915E-7	6179.58	6744	.291535E-6
0.9999997085	7340.38	6744	1.00000
2.915E-7	9309.26	10000	.291527E-6
0.9999997085	10722.7	10000	1.00000
2.915E-7	11222.5	11980	.291878E-6
0.9999997085	12769.5	11980	1.00000
2.915E-7	58285.0	60000	.291414E-6
0.9999997085	61746.9	60000	1.00000
2.915E-7	66606.3	68439	.291513E-6
0.9999997085	70303.7	68439	1.00000
2.E-7	.628319E-13	1	.200000E-6
0.9999998	27.0331	1	1.00000
2.E-7	.213098E-1	6	.199999E-6
0.9999998	41.8151	6	1.00000
2.E-7	.243141	10	.199998E-6
0.9999998	50.6807	10	1.00000
2.E-7	1.16798	16	.200001E-6
0.9999998	62.4662	16	1.00000
2.E-7	19.7797	60	.199991E-6
0.9999998	132.794	60	1.00000
2.E-7	22.0018	64	.200000E-6
0.9999998	138.594	64	1.00000
2.E-7	43.9180	100	.199994E-6
0.9999998	188.796	100	1.00000
2.E-7	49.8028	109	.199997E-6
0.9999998	200.929	109	1.00000
2.E-7	440.547	600	.200006E-6
0.9999998	792.344	600	1.00000
2.E-7	471.366	636	.200017E-6
0.9999998	833.527	636	1.00000
2.E-7	789.526	1000	.200003E-6
0.9999998	1243.38	1000	1.00000
2.E-7	927.608	1155	.200004E-6
0.9999998	1415.30	1155	1.00000
2.E-7	5461.09	6000	.200015E-6
0.9999998	6571.83	6000	1.00000
2.E-7	5509.73	6051	.199960E-6
0.9999998	6625.19	6051	1.00000
2.E-7	9299.53	10000	.200012E-6
0.9999998	10733.4	10000	1.00000
2.E-7	16255.8	17179	.199836E-6
0.9999998	18135.1	17179	1.00000
2.E-7	58260.5	60000	.200019E-6
0.9999998	61772.4	60000	1.00000
2.E-7	60499.6	62272	.200129E-6
0.9999998	64077.4	62272	1.00000
1.57223E-7	.388286E-13	1	.157223E-6
0.999999842777	27.4984	1	1.00000
1.57223E-7	.196631E-1	6	.157222E-6
0.999999842777	42.3443	6	1.00000
1.57223E-7	.231492	10	.157223E-6
0.999999842777	51.2472	10	1.00000
1.57223E-7	.934685	15	.157222E-6
0.999999842777	61.1909	15	1.00000
1.57223E-7	19.5502	60	.157227E-6
0.999999842777	133.631	60	1.00000
1.57223E-7	21.7573	64	.157220E-6
0.999999842777	139.446	64	1.00000
1.57223E-7	43.5532	100	.157221E-6
0.999999842777	189.773	100	1.00000
1.57223E-7	83.8827	159	.157226E-6
0.999999842777	267.525	159	1.00000
1.57223E-7	439.265	600	.157215E-6
0.999999842777	794.243	600	1.00000
1.57223E-7	519.053	693	.157219E-6
0.999999842777	900.460	693	1.00000
1.57223E-7	787.787	1000	.157221E-6
0.999999842777	1245.74	1000	1.00000
1.57223E-7	1500.56	1790	.157169E-6
0.999999842777	2112.97	1790	1.00000
1.57223E-7	5456.40	6000	.157242E-6
0.999999842777	6577.14	6000	1.00000
1.57223E-7	5485.95	6031	.157204E-6
0.999999842777	6609.59	6031	1.00000
1.57223E-7	9293.38	10000	.157197E-6
0.999999842777	10740.2	10000	1.00000
1.57223E-7	14688.0	15574	.156982E-6
0.999999842777	16493.5	15574	1.00000
1.57223E-7	58245.0	60000	.157224E-6
0.999999842777	61788.5	60000	1.00000
1.57223E-7	62565.4	64384	.157189E-6
0.999999842777	66236.1	64384	1.00000
1.E-7	.157080E-13	1	.100000E-6
0.9999999	28.3740	1	1.00000
1.E-7	.169043E-1	6	.999995E-7
0.9999999	43.3378	6	1.00000
1.E-7	.211104	10	.999997E-7
0.9999999	52.3095	10	1.00000
1.E-7	1.26962	17	.999984E-7
0.9999999	66.1024	17	1.00000
1.E-7	19.1288	60	.999994E-7
0.9999999	135.194	60	1.00000
1.E-7	20.7583	63	.999990E-7
0.9999999	139.583	63	1.00000
1.E-7	42.8811	100	.999993E-7
0.9999999	191.596	100	1.00000
1.E-7	105.343	190	.100008E-6
0.9999999	309.245	190	1.00000
1.E-7	436.891	600	.100003E-6
0.9999999	797.781	600	1.00000
1.E-7	494.120	667	.999993E-7
0.9999999	874.556	667	1.00000
1.E-7	784.563	1000	.999974E-7
0.9999999	1250.12	1000	1.00000
1.E-7	1422.18	1709	.100019E-6
0.9999999	2030.52	1709	1.00000
1.E-7	5447.69	6000	.100006E-6
0.9999999	6587.02	6000	1.00000
1.E-7	6362.87	6959	.100019E-6
0.9999999	7589.84	6959	1.00000
1.E-7	9281.98	10000	.100020E-6
0.9999999	10752.7	10000	1.00000
1.E-7	15723.4	16655	.100126E-6
0.9999999	17621.4	16655	1.00000
1.E-7	58216.2	60000	.999708E-7
0.9999999	61818.5	60000	1.00000
1.E-7	68028.5	69956	.999680E-7
0.9999999	71918.2	69956	1.00000
9.11883E-8	.130617E-13	1	.911885E-7
0.9999999088117	28.5526	1	1.00000
9.11883E-8	.163914E-1	6	.911881E-7
0.9999999088117	43.5400	6	1.00000
9.11883E-8	.207178	10	.911892E-7
0.9999999088117	52.5257	10	1.00000
9.11883E-8	.865705	15	.911885E-7
0.9999999088117	62.5567	15	1.00000
9.11883E-8	19.0445	60	.911877E-7
0.9999999088117	135.511	60	1.00000
9.11883E-8	21.2185	64	.911921E-7
0.9999999088117	141.362	64	1.00000
9.11883E-8	42.7463	100	.911910E-7
0.9999999088117	191.966	100	1.00000
9.11883E-8	47.2441	107	.911886E-7
0.9999999088117	201.484	107	1.00000
9.11883E-8	436.412	600	.911829E-7
0.9999999088117	798.497	600	1.00000
9.11883E-8	441.513	606	.911897E-7
0.9999999088117	805.397	606	1.00000
9.11883E-8	783.913	1000	.911871E-7
0.9999999088117	1251.01	1000	1.00000
9.11883E-8	1143.92	1403	.911893E-7
0.9999999088117	1697.01	1403	1.00000
9.11883E-8	5445.93	6000	.911836E-7
0.9999999088117	6589.01	6000	1.00000
9.11883E-8	6098.24	6684	.911706E-7
0.9999999088117	7304.70	6684	1.00000
9.11883E-8	9279.67	10000	.911822E-7
0.9999999088117	10755.3	10000	1.00000
9.11883E-8	12282.7	13110	.911208E-7
0.9999999088117	13972.2	13110	1.00000
9.11883E-8	58210.4	60000	.911794E-7
0.9999999088117	61824.5	60000	1.00000
9.11883E-8	58973.8	60775	.912267E-7
0.9999999088117	62611.2	60775	1.00000
9.E-8	.127235E-13	1	.900002E-7
0.99999991	28.5780	1	1.00000
9.E-8	.163198E-1	6	.900007E-7
0.99999991	43.5688	6	1.00000
9.E-8	.206625	10	.899993E-7
0.99999991	52.5564	10	1.00000
9.E-8	.206625	10	.899993E-7
0.99999991	52.5564	10	1.00000
9.E-8	19.0326	60	.900038E-7
0.99999991	135.556	60	1.00000
9.E-8	20.1122	62	.899976E-7
0.99999991	138.489	62	1.00000
9.E-8	42.7271	100	.899976E-7
0.99999991	192.019	100	1.00000
9.E-8	92.7106	173	.899998E-7
0.99999991	288.135	173	1.00000
9.E-8	436.344	600	.899929E-7
0.99999991	798.598	600	1.00000
9.E-8	508.128	684	.900048E-7
0.99999991	894.820	684	1.00000
9.E-8	783.821	1000	.900021E-7
0.99999991	1251.14	1000	1.00000
9.E-8	1115.88	1372	.900401E-7
0.99999991	1663.09	1372	1.00000
9.E-8	5445.68	6000	.899930E-7
0.99999991	6589.30	6000	1.00000
9.E-8	6097.98	6684	.900015E-7
0.99999991	7305.00	6684	1.00000
9.E-8	9279.34	10000	.899829E-7
0.99999991	10755.6	10000	1.00000
9.E-8	13813.8	14691	.898733E-7
0.99999991	15603.1	14691	1.00000
9.E-8	58209.6	60000	.900271E-7
0.99999991	61825.4	60000	1.00000
9.E-8	64858.6	66748	.899619E-7
0.99999991	68672.4	66748	1.00000
8.56976E-8	.115361E-13	1	.856978E-7
0.9999999143024	28.6728	1	1.00000
8.56976E-8	.160549E-1	6	.856974E-7
0.9999999143024	43.6761	6	1.00000
8.56976E-8	.204576	10	.856975E-7
0.9999999143024	52.6711	10	1.00000
8.56976E-8	.204576	10	.856975E-7
0.9999999143024	52.6711	10	1.00000
8.56976E-8	18.9881	60	.857023E-7
0.9999999143024	135.724	60	1.00000
8.56976E-8	20.0662	62	.856947E-7
0.9999999143024	138.659	62	1.00000
8.56976E-8	42.6559	100	.856993E-7
0.9999999143024	192.215	100	1.00000
8.56976E-8	90.4405	170	.856973E-7
0.9999999143024	284.528	170	1.00000
8.56976E-8	436.091	600	.856948E-7
0.9999999143024	798.978	600	1.00000
8.56976E-8	484.701	657	.856989E-7
0.9999999143024	864.371	657	1.00000
8.56976E-8	783.477	1000	.857006E-7
0.9999999143024	1251.61	1000	1.00000
8.56976E-8	1162.33	1424	.857375E-7
0.9999999143024	1720.77	1424	1.00000
8.56976E-8	5444.75	6000	.856943E-7
0.9999999143024	6590.35	6000	1.00000
8.56976E-8	6396.96	6998	.856927E-7
0.9999999143024	7634.14	6998	1.00000
8.56976E-8	9278.13	10000	.857143E-7
0.9999999143024	10757.0	10000	1.00000
8.56976E-8	14917.3	15830	.857959E-7
0.9999999143024	16777.8	15830	1.00000
8.56976E-8	58206.5	60000	.856931E-7
0.9999999143024	61828.6	60000	1.00000
8.56976E-8	64295.5	66180	.856678E-7
0.9999999143024	68099.6	66180	1.00000
8.E-8	.100531E-13	1	.800000E-7
0.99999992	28.8061	1	1.00000
8.E-8	.156902E-1	6	.799999E-7
0.99999992	43.8269	6	1.00000
8.E-8	.201733	10	.800005E-7
0.99999992	52.8321	10	1.00000
8.E-8	1.23445	17	.799981E-7
0.99999992	66.6730	17	1.00000
8.E-8	18.9258	60	.800012E-7
0.99999992	135.960	60	1.00000
8.E-8	23.8737	69	.799974E-7
0.99999992	149.064	69	1.00000
8.E-8	42.5561	100	.799991E-7
0.99999992	192.490	100	1.00000
8.E-8	105.539	191	.800103E-7
0.99999992	311.621	191	1.00000
8.E-8	435.736	600	.799944E-7
0.99999992	799.510	600	1.00000
8.E-8	446.784	613	.799953E-7
0.99999992	814.462	613	1.00000
8.E-8	782.995	1000	.800045E-7
0.99999992	1252.27	1000	1.00000
8.E-8	1083.40	1337	.799536E-7
0.99999992	1625.86	1337	1.00000
8.E-8	5443.45	6000	.800157E-7
0.99999992	6591.84	6000	1.00000
8.E-8	5482.49	6041	.800062E-7
0.99999992	6634.79	6041	1.00000
8.E-8	9276.42	10000	.800136E-7
0.99999992	10758.9	10000	1.00000
8.E-8	16060.0	17009	.800213E-7
0.99999992	17993.3	17009	1.00000
8.E-8	58202.2	60000	.800137E-7
0.99999992	61833.1	60000	1.00000
8.E-8	62929.0	64798	.800001E-7
0.99999992	66702.3	64798	1.00000
7.25204E-8	.826115E-14	1	.725204E-7
0.9999999274796	28.9962	1	1.00000
7.25204E-8	.151842E-1	6	.725207E-7
0.9999999274796	44.0419	6	1.00000
7.25204E-8	.197745	10	.725196E-7
0.9999999274796	53.0617	10	1.00000
7.25204E-8	1.02054	16	.725216E-7
0.9999999274796	65.0396	16	1.00000
7.25204E-8	18.8375	60	.725243E-7
0.9999999274796	136.296	60	1.00000
7.25204E-8	23.7724	69	.725211E-7
0.9999999274796	149.414	69	1.00000
7.25204E-8	42.4145	100	.725220E-7
0.9999999274796	192.881	100	1.00000
7.25204E-8	90.7899	171	.725207E-7
0.9999999274796	286.607	171	1.00000
7.25204E-8	435.232	600	.725223E-7
0.9999999274796	800.267	600	1.00000
7.25204E-8	438.627	604	.725212E-7
0.9999999274796	804.872	604	1.00000
7.25204E-8	782.309	1000	.725211E-7
0.9999999274796	1253.21	1000	1.00000
7.25204E-8	1600.72	1908	.725558E-7
0.9999999274796	2250.81	1908	1.00000
7.25204E-8	5441.59	6000	.725182E-7
0.9999999274796	6593.94	6000	1.00000
7.25204E-8	5708.30	6280	.725022E-7
0.9999999274796	6887.23	6280	1.00000
7.25204E-8	9273.98	10000	.725087E-7
0.9999999274796	10761.6	10000	1.00000
7.25204E-8	18846.2	19877	.725239E-7
0.9999999274796	20943.3	19877	1.00000
7.25204E-8	58196.1	60000	.725769E-7
0.9999999274796	61839.5	60000	1.00000
7.25204E-8	61664.4	63521	.725620E-7
0.9999999274796	65413.2	63521	1.00000
7.E-8	.769690E-14	1	.700000E-7
0.99999993	29.0647	1	1.00000
7.E-8	.150059E-1	6	.700006E-7
0.99999993	44.1193	6	1.00000
7.E-8	.196328	10	.699995E-7
0.99999993	53.1444	10	1.00000
7.E-8	.669820	14	.700001E-7
0.99999993	61.2758	14	1.00000
7.E-8	18.8058	60	.700029E-7
0.99999993	136.417	60	1.00000
7.E-8	23.7360	69	.699982E-7
0.99999993	149.540	69	1.00000
7.E-8	42.3636	100	.699991E-7
0.99999993	193.022	100	1.00000
7.E-8	83.5770	161	.699995E-7
0.99999993	273.901	161	1.00000
7.E-8	435.051	600	.700060E-7
0.99999993	800.539	600	1.00000
7.E-8	494.725	670	.699948E-7
0.99999993	880.868	670	1.00000
7.E-8	782.062	1000	.699951E-7
0.99999993	1253.54	1000	1.00000
7.E-8	1109.27	1367	.700281E-7
0.99999993	1660.35	1367	1.00000
7.E-8	5440.92	6000	.699872E-7
0.99999993	6594.70	6000	1.00000
7.E-8	6202.73	6799	.700125E-7
0.99999993	7430.90	6799	1.00000
7.E-8	9273.11	10000	.700008E-7
0.99999993	10762.5	10000	1.00000
7.E-8	15184.6	16112	.700445E-7
0.99999993	17075.0	16112	1.00000
7.E-8	58193.8	60000	.699501E-7
0.99999993	61841.8	60000	1.00000
7.E-8	63106.6	64987	.700442E-7
0.99999993	66903.1	64987	1.00000
6.49584E-8	.662812E-14	1	.649584E-7
0.9999999350416	29.2095	1	1.00000
6.49584E-8	.146359E-1	6	.649582E-7
0.9999999350416	44.2830	6	1.00000
6.49584E-8	.193367	10	.649576E-7
0.9999999350416	53.3191	10	1.00000
6.49584E-8	.390342	12	.649582E-7
0.9999999350416	57.4717	12	1.00000
6.49584E-8	18.7390	60	.649549E-7
0.9999999350416	136.673	60	1.00000
6.49584E-8	20.3491	63	.649580E-7
0.9999999350416	141.082	63	1.00000
6.49584E-8	42.2565	100	.649584E-7
0.9999999350416	193.319	100	1.00000
6.49584E-8	62.6067	131	.649591E-7
0.9999999350416	235.028	131	1.00000
6.49584E-8	434.668	600	.649547E-7
0.9999999350416	801.114	600	1.00000
6.49584E-8	472.095	644	.649524E-7
0.9999999350416	851.689	644	1.00000
6.49584E-8	781.543	1000	.649602E-7
0.9999999350416	1254.26	1000	1.00000
6.49584E-8	931.395	1169	.649617E-7
0.9999999350416	1442.41	1169	1.00000
6.49584E-8	5439.52	6000	.649710E-7
0.9999999350416	6596.30	6000	1.00000
6.49584E-8	6131.54	6726	.649730E-7
0.9999999350416	7356.28	6726	1.00000
6.49584E-8	9271.27	10000	.649698E-7
0.9999999350416	10764.6	10000	1.00000
6.49584E-8	9315.55	10046	.649564E-7
0.9999999350416	10812.3	10046	1.00000
6.49584E-8	58189.2	60000	.649693E-7
0.9999999350416	61846.6	60000	1.00000
6.49584E-8	66884.3	68825	.649399E-7
0.9999999350416	70801.5	68825	1.00000
6.E-8	.565487E-14	1	.600000E-7
0.99999994	29.3634	1	1.00000
6.E-8	.142529E-1	6	.599995E-7
0.99999994	44.4567	6	1.00000
6.E-8	.190272	10	.600000E-7
0.99999994	53.5046	10	1.00000
6.E-8	.995254	16	.600000E-7
0.99999994	65.5175	16	1.00000
6.E-8	18.6685	60	.599969E-7
0.99999994	136.944	60	1.00000
6.E-8	20.8175	64	.599995E-7
0.99999994	142.821	64	1.00000
6.E-8	42.1432	100	.599996E-7
0.99999994	193.635	100	1.00000
6.E-8	55.0974	120	.599987E-7
0.99999994	220.722	120	1.00000
6.E-8	434.263	600	.599942E-7
0.99999994	801.723	600	1.00000
6.E-8	477.645	651	.599991E-7
0.99999994	860.345	651	1.00000
6.E-8	780.992	1000	.599964E-7
0.99999994	1255.01	1000	1.00000
6.E-8	928.120	1166	.600003E-7
0.99999994	1439.89	1166	1.00000
6.E-8	5438.03	6000	.600138E-7
0.99999994	6598.00	6000	1.00000
6.E-8	5961.08	6549	.599937E-7
0.99999994	7172.94	6549	1.00000
6.E-8	9269.31	10000	.599951E-7
0.99999994	10766.7	10000	1.00000
6.E-8	14127.3	15027	.600854E-7
0.99999994	15962.8	15027	1.00000
6.E-8	58184.3	60000	.600412E-7
0.99999994	61851.8	60000	1.00000
6.E-8	63776.5	65677	.600286E-7
0.99999994	67613.6	65677	1.00000
5.23672E-8	.430763E-14	1	.523672E-7
0.9999999476328	29.6271	1	1.00000
5.23672E-8	.136199E-1	6	.523676E-7
0.9999999476328	44.7544	6	1.00000
5.23672E-8	.185084	10	.523671E-7
0.9999999476328	53.8222	10	1.00000
5.23672E-8	.376194	12	.523670E-7
0.9999999476328	57.9888	12	1.00000
5.23672E-8	18.5486	60	.523670E-7
0.9999999476328	137.407	60	1.00000
5.23672E-8	20.6895	64	.523652E-7
0.9999999476328	143.293	64	1.00000
5.23672E-8	41.9503	100	.523690E-7
0.9999999476328	194.175	100	1.00000
5.23672E-8	50.9316	114	.523667E-7
0.9999999476328	213.224	114	1.00000
5.23672E-8	433.573	600	.523689E-7
0.9999999476328	802.764	600	1.00000
5.23672E-8	511.123	691	.523708E-7
0.9999999476328	907.220	691	1.00000
5.23672E-8	780.053	1000	.523660E-7
0.9999999476328	1256.30	1000	1.00000
5.23672E-8	910.191	1147	.523654E-7
0.9999999476328	1420.17	1147	1.00000
5.23672E-8	5435.48	6000	.523650E-7
0.9999999476328	6600.89	6000	1.00000
5.23672E-8	5716.33	6295	.523579E-7
0.9999999476328	6910.04	6295	1.00000
5.23672E-8	9265.98	10000	.523747E-7
0.9999999476328	10770.4	10000	1.00000
5.23672E-8	12679.1	13536	.524403E-7
0.9999999476328	14429.3	13536	1.00000
5.23672E-8	58175.8	60000	.523368E-7
0.9999999476328	61860.5	60000	1.00000
5.23672E-8	68003.6	69975	.523820E-7
0.9999999476328	71982.8	69975	1.00000
5.E-8	.392699E-14	1	.500000E-7
0.99999995	29.7168	1	1.00000
5.E-8	.134111E-1	6	.499998E-7
