p	invt	df	pinvt
5.31912E-7	-10.4463	10	.531896E-6
0.999999468088	5.43248	60	.999999
5.31912E-7	-5.43248	60	.531902E-6
0.999999468088	5.40379	63	.999999
5.31912E-7	-5.40379	63	.531913E-6
0.999999468088	5.19912	100	.999999
5.31912E-7	-5.19912	100	.531911E-6
0.999999468088	5.03904	195	.999999
5.31912E-7	-5.03904	195	.531910E-6
0.999999468088	4.93035	600	.999999
5.31912E-7	-4.93035	600	.531902E-6
0.999999468088	4.92992	605	.999999
5.31912E-7	-4.92992	605	.531917E-6
0.999999468088	4.90988	1000	.999999
5.31912E-7	-4.90988	1000	.531905E-6
0.999999468088	4.90377	1250	.999999
5.31912E-7	-4.90377	1250	.531900E-6
0.999999468088	4.88450	6000	.999999
5.31912E-7	-4.88450	6000	.531906E-6
0.999999468088	4.88379	6985	.999999
5.31912E-7	-4.88379	6985	.531900E-6
0.999999468088	4.88248	10000	.999999
5.31912E-7	-4.88248	10000	.531905E-6
0.999999468088	4.88121	17226	.999999
5.31912E-7	-4.88121	17226	.531903E-6
0.999999468088	4.87995	60000	.999999
5.31912E-7	-4.87995	60000	.531922E-6
0.999999468088	4.87989	69204	.999999
5.31912E-7	-4.87989	69204	.531903E-6
0.9999995	636620.	1	1.00000
5.E-7	-636620.	1	.500000E-6
0.9999995	20.0479	6	1.00000
5.E-7	-20.0479	6	.499994E-6
0.9999995	10.5165	10	1.00000
5.E-7	-10.5165	10	.499996E-6
0.9999995	7.23206	18	1.00000
5.E-7	-7.23206	18	.499999E-6
0.9999995	5.44895	60	1.00000
5.E-7	-5.44895	60	.499996E-6
0.9999995	5.39396	66	1.00000
5.E-7	-5.39396	66	.499999E-6
0.9999995	5.21373	100	1.00000
5.E-7	-5.21373	100	.499995E-6
0.9999995	5.04909	199	.999999
5.E-7	-5.04909	199	.500011E-6
0.9999995	4.94291	600	1.00000
5.E-7	-4.94291	600	.499999E-6
0.9999995	4.94100	623	.999999
5.E-7	-4.94100	623	.500000E-6
0.9999995	4.92229	1000	1.00000
5.E-7	-4.92229	1000	.499999E-6
0.9999995	4.90811	1856	.999999
5.E-7	-4.90811	1856	.500004E-6
0.9999995	4.89672	6000	.999999
5.E-7	-4.89672	6000	.500010E-6
0.9999995	4.89602	6964	1.00000
5.E-7	-4.89602	6964	.499998E-6
0.9999995	4.89469	10000	1.00000
5.E-7	-4.89469	10000	.499996E-6
0.9999995	4.89357	15782	.999999
5.E-7	-4.89357	15782	.500002E-6
0.9999995	4.89215	60000	1.00000
5.E-7	-4.89215	60000	.499991E-6
0.9999995	4.89208	69569	1.00000
5.E-7	-4.89208	69569	.499992E-6
0.999999594065	784140.	1	1.00000
4.05935E-7	-784140.	1	.405935E-6
0.999999594065	20.7656	6	1.00000
4.05935E-7	-20.7656	6	.405930E-6
0.999999594065	10.7560	10	1.00000
4.05935E-7	-10.7560	10	.405938E-6
0.999999594065	8.76472	13	1.00000
4.05935E-7	-8.76472	13	.405934E-6
0.999999594065	5.50434	60	1.00000
4.05935E-7	-5.50434	60	.405929E-6
0.999999594065	5.43141	68	1.00000
4.05935E-7	-5.43141	68	.405934E-6
0.999999594065	5.26278	100	1.00000
4.05935E-7	-5.26278	100	.405942E-6
0.999999594065	5.14277	154	1.00000
4.05935E-7	-5.14277	154	.405937E-6
0.999999594065	4.98503	600	1.00000
4.05935E-7	-4.98503	600	.405937E-6
0.999999594065	4.98096	650	1.00000
4.05935E-7	-4.98096	650	.405926E-6
0.999999594065	4.96390	1000	1.00000
4.05935E-7	-4.96390	1000	.405934E-6
0.999999594065	4.94990	1800	1.00000
4.05935E-7	-4.94990	1800	.405931E-6
0.999999594065	4.93770	6000	1.00000
4.05935E-7	-4.93770	6000	.405941E-6
0.999999594065	4.93701	6918	1.00000
4.05935E-7	-4.93701	6918	.405937E-6
0.999999594065	4.93562	10000	1.00000
4.05935E-7	-4.93562	10000	.405930E-6
0.999999594065	4.93478	13666	1.00000
4.05935E-7	-4.93478	13666	.405932E-6
0.999999594065	4.93301	60000	1.00000
4.05935E-7	-4.93301	60000	.405941E-6
0.999999594065	4.93299	62902	1.00000
4.05935E-7	-4.93299	62902	.405933E-6
0.9999996	795775.	1	1.00000
4.E-7	-795775.	1	.400000E-6
0.9999996	20.8172	6	1.00000
4.E-7	-20.8172	6	.400001E-6
0.9999996	10.7731	10	1.00000
4.E-7	-10.7731	10	.400004E-6
0.9999996	7.35109	18	1.00000
4.E-7	-7.35109	18	.400003E-6
0.9999996	5.50824	60	1.00000
4.E-7	-5.50824	60	.400007E-6
0.9999996	5.50824	60	1.00000
4.E-7	-5.50824	60	.400007E-6
0.9999996	5.26624	100	1.00000
4.E-7	-5.26624	100	.400004E-6
0.9999996	5.24345	107	1.00000
4.E-7	-5.24345	107	.400005E-6
0.9999996	4.98800	600	1.00000
4.E-7	-4.98800	600	.399993E-6
0.9999996	4.98332	658	1.00000
4.E-7	-4.98332	658	.399997E-6
0.9999996	4.96683	1000	1.00000
4.E-7	-4.96683	1000	.399997E-6
0.9999996	4.96180	1189	1.00000
4.E-7	-4.96180	1189	.400009E-6
0.9999996	4.94059	6000	1.00000
4.E-7	-4.94059	6000	.399994E-6
0.9999996	4.93989	6929	1.00000
4.E-7	-4.93989	6929	.399993E-6
0.9999996	4.93850	10000	1.00000
4.E-7	-4.93850	10000	.399996E-6
0.9999996	4.93789	12398	1.00000
4.E-7	-4.93789	12398	.400004E-6
0.9999996	4.93589	60000	1.00000
4.E-7	-4.93589	60000	.399998E-6
0.9999996	4.93584	66778	1.00000
4.E-7	-4.93584	66778	.399992E-6
0.999999655814	924819.	1	1.00000
3.44186E-7	-924819.	1	.344186E-6
0.999999655814	21.3515	6	1.00000
3.44186E-7	-21.3515	6	.344187E-6
0.999999655814	10.9489	10	1.00000
3.44186E-7	-10.9489	10	.344197E-6
0.999999655814	8.48223	14	1.00000
3.44186E-7	-8.48223	14	.344187E-6
0.999999655814	5.54808	60	1.00000
3.44186E-7	-5.54808	60	.344188E-6
0.999999655814	5.50831	64	1.00000
3.44186E-7	-5.50831	64	.344182E-6
0.999999655814	5.30146	100	1.00000
3.44186E-7	-5.30146	100	.344187E-6
0.999999655814	5.25013	117	1.00000
3.44186E-7	-5.25013	117	.344193E-6
0.999999655814	5.01817	600	1.00000
3.44186E-7	-5.01817	600	.344180E-6
0.999999655814	5.01161	683	1.00000
3.44186E-7	-5.01161	683	.344178E-6
0.999999655814	4.99663	1000	1.00000
3.44186E-7	-4.99663	1000	.344180E-6
0.999999655814	4.98468	1592	1.00000
3.44186E-7	-4.98468	1592	.344188E-6
0.999999655814	4.96993	6000	1.00000
3.44186E-7	-4.96993	6000	.344179E-6
0.999999655814	4.96939	6671	1.00000
3.44186E-7	-4.96939	6671	.344189E-6
0.999999655814	4.96780	10000	1.00000
3.44186E-7	-4.96780	10000	.344187E-6
0.999999655814	4.96722	12240	1.00000
3.44186E-7	-4.96722	12240	.344182E-6
0.999999655814	4.96515	60000	1.00000
3.44186E-7	-4.96515	60000	.344180E-6
0.999999655814	4.96507	69981	1.00000
3.44186E-7	-4.96507	69981	.344187E-6
0.9999997	.106103E+7	1	1.00000
3.E-7	-.106103E+7	1	.300001E-6
0.9999997	21.8517	6	1.00000
3.E-7	-21.8517	6	.300002E-6
0.9999997	11.1118	10	1.00000
3.E-7	-11.1118	10	.300011E-6
0.9999997	7.50609	18	1.00000
3.E-7	-7.50609	18	.299998E-6
0.9999997	5.58444	60	1.00000
3.E-7	-5.58444	60	.299996E-6
0.9999997	5.56349	62	1.00000
3.E-7	-5.56349	62	.299996E-6
0.9999997	5.33356	100	1.00000
3.E-7	-5.33356	100	.299998E-6
0.9999997	5.22998	141	1.00000
3.E-7	-5.22998	141	.299993E-6
0.9999997	5.04562	600	1.00000
3.E-7	-5.04562	600	.299994E-6
0.9999997	5.03996	669	1.00000
3.E-7	-5.03996	669	.299997E-6
0.9999997	5.02373	1000	1.00000
3.E-7	-5.02373	1000	.300005E-6
0.9999997	5.01020	1709	1.00000
3.E-7	-5.01020	1709	.299999E-6
0.9999997	4.99661	6000	1.00000
3.E-7	-4.99661	6000	.300002E-6
0.9999997	4.99642	6221	1.00000
3.E-7	-4.99642	6221	.299999E-6
0.9999997	4.99445	10000	1.00000
3.E-7	-4.99445	10000	.300004E-6
0.9999997	4.99360	13566	1.00000
3.E-7	-4.99360	13566	.300002E-6
0.9999997	4.99176	60000	1.00000
3.E-7	-4.99176	60000	.299994E-6
0.9999997	4.99174	61526	1.00000
3.E-7	-4.99174	61526	.300004E-6
0.9999997085	.109197E+7	1	1.00000
2.915E-7	-.109197E+7	1	.291501E-6
0.9999997085	21.9578	6	1.00000
2.915E-7	-21.9578	6	.291500E-6
0.9999997085	11.1462	10	1.00000
2.915E-7	-11.1462	10	.291497E-6
0.9999997085	7.34399	19	1.00000
2.915E-7	-7.34399	19	.291501E-6
0.9999997085	5.59203	60	1.00000
2.915E-7	-5.59203	60	.291504E-6
0.9999997085	5.57101	62	1.00000
2.915E-7	-5.57101	62	.291497E-6
0.9999997085	5.34026	100	1.00000
2.915E-7	-5.34026	100	.291501E-6
0.9999997085	5.19171	172	1.00000
2.915E-7	-5.19171	172	.291496E-6
0.9999997085	5.05134	600	1.00000
2.915E-7	-5.05134	600	.291503E-6
0.9999997085	5.05107	603	1.00000
2.915E-7	-5.05107	603	.291497E-6
0.9999997085	5.02939	1000	1.00000
2.915E-7	-5.02939	1000	.291497E-6
0.9999997085	5.01988	1409	1.00000
2.915E-7	-5.01988	1409	.291500E-6
0.9999997085	5.00218	6000	1.00000
2.915E-7	-5.00218	6000	.291495E-6
0.9999997085	5.00158	6744	1.00000
2.915E-7	-5.00158	6744	.291499E-6
0.9999997085	5.00001	10000	1.00000
2.915E-7	-5.00001	10000	.291501E-6
0.9999997085	4.99947	11980	1.00000
2.915E-7	-4.99947	11980	.291506E-6
0.9999997085	4.99731	60000	1.00000
2.915E-7	-4.99731	60000	.291494E-6
0.9999997085	4.99724	68439	1.00000
2.915E-7	-4.99724	68439	.291499E-6
0.9999998	.159155E+7	1	1.00000
2.E-7	-.159155E+7	1	.200000E-6
0.9999998	23.3957	6	1.00000
2.E-7	-23.3957	6	.199999E-6
0.9999998	11.6049	10	1.00000
2.E-7	-11.6049	10	.199996E-6
0.9999998	8.20305	16	1.00000
2.E-7	-8.20305	16	.199999E-6
0.9999998	5.69137	60	1.00000
2.E-7	-5.69137	60	.199997E-6
0.9999998	5.64879	64	1.00000
2.E-7	-5.64879	64	.200003E-6
0.9999998	5.42773	100	1.00000
2.E-7	-5.42773	100	.199996E-6
0.9999998	5.39649	109	1.00000
2.E-7	-5.39649	109	.199999E-6
0.9999998	5.12589	600	1.00000
2.E-7	-5.12589	600	.199997E-6
0.9999998	5.12263	636	1.00000
2.E-7	-5.12263	636	.200005E-6
0.9999998	5.10298	1000	1.00000
2.E-7	-5.10298	1000	.200003E-6
0.9999998	5.09839	1155	1.00000
2.E-7	-5.09839	1155	.200004E-6
0.9999998	5.07460	6000	1.00000
2.E-7	-5.07460	6000	.200001E-6
0.9999998	5.07455	6051	1.00000
2.E-7	-5.07455	6051	.200004E-6
0.9999998	5.07234	10000	1.00000
2.E-7	-5.07234	10000	.200003E-6
0.9999998	5.07093	17179	1.00000
2.E-7	-5.07093	17179	.199997E-6
0.9999998	5.06952	60000	1.00000
2.E-7	-5.06952	60000	.200002E-6
0.9999998	5.06950	62272	1.00000
2.E-7	-5.06950	62272	.200001E-6
0.999999842777	.202458E+7	1	1.00000
1.57223E-7	-.202458E+7	1	.157223E-6
0.999999842777	24.3621	6	1.00000
1.57223E-7	-24.3621	6	.157223E-6
0.999999842777	11.9064	10	1.00000
1.57223E-7	-11.9064	10	.157228E-6
0.999999842777	8.67223	15	1.00000
1.57223E-7	-8.67223	15	.157222E-6
0.999999842777	5.75460	60	1.00000
1.57223E-7	-5.75460	60	.157220E-6
0.999999842777	5.71075	64	1.00000
1.57223E-7	-5.71075	64	.157225E-6
0.999999842777	5.48324	100	1.00000
1.57223E-7	-5.48324	100	.157223E-6
0.999999842777	5.34131	159	1.00000
1.57223E-7	-5.34131	159	.157221E-6
0.999999842777	5.17303	600	1.00000
1.57223E-7	-5.17303	600	.157220E-6
0.999999842777	5.16512	693	1.00000
1.57223E-7	-5.16512	693	.157220E-6
0.999999842777	5.14951	1000	1.00000
1.57223E-7	-5.14951	1000	.157222E-6
0.999999842777	5.13404	1790	1.00000
1.57223E-7	-5.13404	1790	.157224E-6
0.999999842777	5.12037	6000	1.00000
1.57223E-7	-5.12037	6000	.157223E-6
0.999999842777	5.12034	6031	1.00000
1.57223E-7	-5.12034	6031	.157223E-6
0.999999842777	5.11805	10000	1.00000
1.57223E-7	-5.11805	10000	.157224E-6
0.999999842777	5.11681	15574	1.00000
1.57223E-7	-5.11681	15574	.157220E-6
0.999999842777	5.11516	60000	1.00000
1.57223E-7	-5.11516	60000	.157219E-6
0.999999842777	5.11512	64384	1.00000
1.57223E-7	-5.11512	64384	.157219E-6
0.9999999	.318310E+7	1	1.00000
1.E-7	-.318310E+7	1	.100000E-6
0.9999999	26.2867	6	1.00000
1.E-7	-26.2867	6	.100000E-6
0.9999999	12.4922	10	1.00000
1.E-7	-12.4922	10	.100001E-6
0.9999999	8.35828	17	1.00000
1.E-7	-8.35828	17	.999993E-7
0.9999999	5.87305	60	1.00000
1.E-7	-5.87305	60	.999989E-7
0.9999999	5.83773	63	1.00000
1.E-7	-5.83773	63	.100001E-6
0.9999999	5.58690	100	1.00000
1.E-7	-5.58690	100	.100000E-6
0.9999999	5.39740	190	1.00000
1.E-7	-5.39740	190	.100001E-6
0.9999999	5.26069	600	1.00000
1.E-7	-5.26069	600	.999990E-7
0.9999999	5.25447	667	1.00000
1.E-7	-5.25447	667	.999995E-7
0.9999999	5.23600	1000	1.00000
1.E-7	-5.23600	1000	.999992E-7
0.9999999	5.22074	1709	1.00000
1.E-7	-5.22074	1709	.999974E-7
0.9999999	5.20542	6000	1.00000
1.E-7	-5.20542	6000	.999983E-7
0.9999999	5.20458	6959	1.00000
1.E-7	-5.20458	6959	.999991E-7
0.9999999	5.20298	10000	1.00000
1.E-7	-5.20298	10000	.100002E-6
0.9999999	5.20153	16655	1.00000
1.E-7	-5.20153	16655	.999980E-7
0.9999999	5.19994	60000	1.00000
1.E-7	-5.19994	60000	.100003E-6
0.9999999	5.19986	69956	1.00000
1.E-7	-5.19986	69956	.999992E-7
0.9999999088117	.349069E+7	1	1.00000
9.11883E-8	-.349069E+7	1	.911882E-7
0.9999999088117	26.6970	6	1.00000
9.11883E-8	-26.6970	6	.911887E-7
0.9999999088117	12.6147	10	1.00000
9.11883E-8	-12.6147	10	.911891E-7
0.9999999088117	9.05132	15	1.00000
9.11883E-8	-9.05132	15	.911881E-7
0.9999999088117	5.89713	60	1.00000
9.11883E-8	-5.89713	60	.911876E-7
0.9999999088117	5.85034	64	1.00000
9.11883E-8	-5.85034	64	.911895E-7
0.9999999088117	5.60792	100	1.00000
9.11883E-8	-5.60792	100	.911886E-7
0.9999999088117	5.58081	107	1.00000
9.11883E-8	-5.58081	107	.911878E-7
0.9999999088117	5.27841	600	1.00000
9.11883E-8	-5.27841	600	.911865E-7
0.9999999088117	5.27779	606	1.00000
9.11883E-8	-5.27779	606	.911867E-7
0.9999999088117	5.25348	1000	1.00000
9.11883E-8	-5.25348	1000	.911860E-7
0.9999999088117	5.24280	1403	1.00000
9.11883E-8	-5.24280	1403	.911864E-7
0.9999999088117	5.22260	6000	1.00000
9.11883E-8	-5.22260	6000	.911865E-7
0.9999999088117	5.22197	6684	1.00000
9.11883E-8	-5.22197	6684	.911872E-7
0.9999999088117	5.22014	10000	1.00000
9.11883E-8	-5.22014	10000	.911881E-7
0.9999999088117	5.21927	13110	1.00000
9.11883E-8	-5.21927	13110	.911863E-7
0.9999999088117	5.21707	60000	1.00000
9.11883E-8	-5.21707	60000	.911891E-7
0.9999999088117	5.21706	60775	1.00000
9.11883E-8	-5.21706	60775	.911901E-7
0.99999991	.353678E+7	1	1.00000
9.E-8	-.353678E+7	1	.899999E-7
0.99999991	26.7559	6	1.00000
9.E-8	-26.7559	6	.899995E-7
0.99999991	12.6322	10	1.00000
9.E-8	-12.6322	10	.900012E-7
0.99999991	12.6322	10	1.00000
9.E-8	-12.6322	10	.900012E-7
0.99999991	5.90055	60	1.00000
9.E-8	-5.90055	60	.900002E-7
0.99999991	5.87629	62	1.00000
9.E-8	-5.87629	62	.900001E-7
0.99999991	5.61091	100	1.00000
9.E-8	-5.61091	100	.899987E-7
0.99999991	5.43958	173	1.00000
9.E-8	-5.43958	173	.899996E-7
0.99999991	5.28092	600	1.00000
9.E-8	-5.28092	600	.900008E-7
0.99999991	5.27324	684	1.00000
9.E-8	-5.27324	684	.899977E-7
0.99999991	5.25596	1000	1.00000
9.E-8	-5.25596	1000	.899982E-7
0.99999991	5.24586	1372	1.00000
9.E-8	-5.24586	1372	.900005E-7
0.99999991	5.22504	6000	1.00000
9.E-8	-5.22504	6000	.899976E-7
0.99999991	5.22441	6684	1.00000
9.E-8	-5.22441	6684	.899978E-7
0.99999991	5.22257	10000	1.00000
9.E-8	-5.22257	10000	.900024E-7
0.99999991	5.22140	14691	1.00000
9.E-8	-5.22140	14691	.899987E-7
0.99999991	5.21950	60000	1.00000
9.E-8	-5.21950	60000	.900013E-7
0.99999991	5.21944	66748	1.00000
9.E-8	-5.21944	66748	.900003E-7
0.9999999143024	.371434E+7	1	1.00000
8.56976E-8	-.371434E+7	1	.856976E-7
0.9999999143024	26.9768	6	1.00000
8.56976E-8	-26.9768	6	.856978E-7
0.9999999143024	12.6978	10	1.00000
8.56976E-8	-12.6978	10	.856968E-7
0.9999999143024	12.6978	10	1.00000
8.56976E-8	-12.6978	10	.856968E-7
0.9999999143024	5.91333	60	1.00000
8.56976E-8	-5.91333	60	.856970E-7
0.9999999143024	5.88893	62	1.00000
8.56976E-8	-5.88893	62	.856970E-7
0.9999999143024	5.62205	100	1.00000
8.56976E-8	-5.62205	100	.856982E-7
0.9999999143024	5.45385	170	1.00000
8.56976E-8	-5.45385	170	.856996E-7
0.9999999143024	5.29031	600	1.00000
8.56976E-8	-5.29031	600	.856960E-7
0.9999999143024	5.28485	657	1.00000
8.56976E-8	-5.28485	657	.856959E-7
0.9999999143024	5.26521	1000	1.00000
8.56976E-8	-5.26521	1000	.856987E-7
0.9999999143024	5.25407	1424	1.00000
8.56976E-8	-5.25407	1424	.856981E-7
0.9999999143024	5.23413	6000	1.00000
8.56976E-8	-5.23413	6000	.856989E-7
0.9999999143024	5.23325	6998	1.00000
8.56976E-8	-5.23325	6998	.856981E-7
0.9999999143024	5.23166	10000	1.00000
8.56976E-8	-5.23166	10000	.856977E-7
0.9999999143024	5.23030	15830	1.00000
8.56976E-8	-5.23030	15830	.856953E-7
0.9999999143024	5.22857	60000	1.00000
8.56976E-8	-5.22857	60000	.856986E-7
0.9999999143024	5.22851	66180	1.00000
8.56976E-8	-5.22851	66180	.856997E-7
0.99999992	.397887E+7	1	1.00000
8.E-8	-.397887E+7	1	.800001E-7
0.99999992	27.2901	6	1.00000
8.E-8	-27.2901	6	.800008E-7
0.99999992	12.7904	10	1.00000
8.E-8	-12.7904	10	.799995E-7
0.99999992	8.49369	17	1.00000
8.E-8	-8.49369	17	.799996E-7
0.99999992	5.93126	60	1.00000
8.E-8	-5.93126	60	.800012E-7
0.99999992	5.83282	69	1.00000
8.E-8	-5.83282	69	.800006E-7
0.99999992	5.63769	100	1.00000
8.E-8	-5.63769	100	.799989E-7
0.99999992	5.44238	191	1.00000
8.E-8	-5.44238	191	.799984E-7
0.99999992	5.30346	600	1.00000
8.E-8	-5.30346	600	.800013E-7
0.99999992	5.30212	613	1.00000
8.E-8	-5.30212	613	.799991E-7
0.99999992	5.27819	1000	1.00000
8.E-8	-5.27819	1000	.799992E-7
0.99999992	5.26869	1337	1.00000
8.E-8	-5.26869	1337	.799984E-7
0.99999992	5.24689	6000	1.00000
8.E-8	-5.24689	6000	.799982E-7
0.99999992	5.24684	6041	1.00000
8.E-8	-5.24684	6041	.800015E-7
0.99999992	5.24440	10000	1.00000
8.E-8	-5.24440	10000	.799980E-7
0.99999992	5.24286	17009	1.00000
8.E-8	-5.24286	17009	.799988E-7
0.99999992	5.24129	60000	1.00000
8.E-8	-5.24129	60000	.799980E-7
0.99999992	5.24124	64798	1.00000
8.E-8	-5.24124	64798	.799997E-7
0.9999999274796	.438925E+7	1	1.00000
7.25204E-8	-.438925E+7	1	.725203E-7
0.9999999274796	27.7434	6	1.00000
7.25204E-8	-27.7434	6	.725208E-7
0.9999999274796	12.9236	10	1.00000
7.25204E-8	-12.9236	10	.725183E-7
0.9999999274796	8.85485	16	1.00000
7.25204E-8	-8.85485	16	.725208E-7
0.9999999274796	5.95683	60	1.00000
7.25204E-8	-5.95683	60	.725216E-7
0.9999999274796	5.85727	69	1.00000
7.25204E-8	-5.85727	69	.725200E-7
0.9999999274796	5.65996	100	1.00000
7.25204E-8	-5.65996	100	.725204E-7
0.9999999274796	5.48726	171	1.00000
7.25204E-8	-5.48726	171	.725221E-7
0.9999999274796	5.32219	600	1.00000
7.25204E-8	-5.32219	600	.725192E-7
0.9999999274796	5.32176	604	1.00000
7.25204E-8	-5.32176	604	.725213E-7
0.9999999274796	5.29665	1000	1.00000
7.25204E-8	-5.29665	1000	.725215E-7
0.9999999274796	5.27855	1908	1.00000
7.25204E-8	-5.27855	1908	.725222E-7
0.9999999274796	5.26503	6000	1.00000
7.25204E-8	-5.26503	6000	.725210E-7
0.9999999274796	5.26475	6280	1.00000
7.25204E-8	-5.26475	6280	.725208E-7
0.9999999274796	5.26252	10000	1.00000
7.25204E-8	-5.26252	10000	.725188E-7
0.9999999274796	5.26064	19877	1.00000
7.25204E-8	-5.26064	19877	.725213E-7
0.9999999274796	5.25937	60000	1.00000
7.25204E-8	-5.25937	60000	.725221E-7
0.9999999274796	5.25934	63521	1.00000
7.25204E-8	-5.25934	63521	.725202E-7
0.99999993	.454728E+7	1	1.00000
7.E-8	-.454728E+7	1	.700001E-7
0.99999993	27.9086	6	1.00000
7.E-8	-27.9086	6	.699997E-7
0.99999993	12.9719	10	1.00000
7.E-8	-12.9719	10	.699977E-7
0.99999993	9.67742	14	1.00000
7.E-8	-9.67742	14	.700003E-7
0.99999993	5.96604	60	1.00000
7.E-8	-5.96604	60	.700009E-7
0.99999993	5.86607	69	1.00000
7.E-8	-5.86607	69	.700003E-7
0.99999993	5.66798	100	1.00000
7.E-8	-5.66798	100	.699990E-7
0.99999993	5.50942	161	1.00000
7.E-8	-5.50942	161	.700010E-7
0.99999993	5.32892	600	1.00000
7.E-8	-5.32892	600	.700002E-7
0.99999993	5.32221	670	1.00000
7.E-8	-5.32221	670	.699986E-7
0.99999993	5.30329	1000	1.00000
7.E-8	-5.30329	1000	.700011E-7
0.99999993	5.29303	1367	1.00000
7.E-8	-5.29303	1367	.700009E-7
0.99999993	5.27156	6000	1.00000
7.E-8	-5.27156	6000	.699986E-7
0.99999993	5.27081	6799	1.00000
7.E-8	-5.27081	6799	.700016E-7
0.99999993	5.26903	10000	1.00000
7.E-8	-5.26903	10000	.700006E-7
0.99999993	5.26760	16112	1.00000
7.E-8	-5.26760	16112	.699984E-7
0.99999993	5.26588	60000	1.00000
7.E-8	-5.26588	60000	.699994E-7
0.99999993	5.26583	64987	1.00000
7.E-8	-5.26583	64987	.700001E-7
0.9999999350416	.490021E+7	1	1.00000
6.49584E-8	-.490021E+7	1	.649584E-7
0.9999999350416	28.2608	6	1.00000
6.49584E-8	-28.2608	6	.649582E-7
0.9999999350416	13.0744	10	1.00000
6.49584E-8	-13.0744	10	.649603E-7
0.9999999350416	10.9750	12	1.00000
6.49584E-8	-10.9750	12	.649565E-7
0.9999999350416	5.98549	60	1.00000
6.49584E-8	-5.98549	60	.649594E-7
0.9999999350416	5.94836	63	1.00000
6.49584E-8	-5.94836	63	.649577E-7
0.9999999350416	5.68490	100	1.00000
6.49584E-8	-5.68490	100	.649583E-7
0.9999999350416	5.58417	131	1.00000
6.49584E-8	-5.58417	131	.649578E-7
0.9999999350416	5.34313	600	1.00000
6.49584E-8	-5.34313	600	.649571E-7
0.9999999350416	5.33870	644	1.00000
6.49584E-8	-5.33870	644	.649582E-7
0.9999999350416	5.31730	1000	1.00000
6.49584E-8	-5.31730	1000	.649585E-7
0.9999999350416	5.31173	1169	1.00000
6.49584E-8	-5.31173	1169	.649578E-7
0.9999999350416	5.28532	6000	1.00000
6.49584E-8	-5.28532	6000	.649582E-7
0.9999999350416	5.28463	6726	1.00000
6.49584E-8	-5.28463	6726	.649594E-7
0.9999999350416	5.28278	10000	1.00000
6.49584E-8	-5.28278	10000	.649568E-7
0.9999999350416	5.28276	10046	1.00000
6.49584E-8	-5.28276	10046	.649577E-7
0.9999999350416	5.27960	60000	1.00000
6.49584E-8	-5.27960	60000	.649578E-7
0.9999999350416	5.27952	68825	1.00000
6.49584E-8	-5.27952	68825	.649573E-7
0.99999994	.530516E+7	1	1.00000
6.E-8	-.530516E+7	1	.600001E-7
0.99999994	28.6397	6	1.00000
6.E-8	-28.6397	6	.600003E-7
0.99999994	13.1842	10	1.00000
6.E-8	-13.1842	10	.600004E-7
0.99999994	8.98036	16	1.00000
6.E-8	-8.98036	16	.600000E-7
0.99999994	6.00614	60	1.00000
6.E-8	-6.00614	60	.600003E-7
0.99999994	5.95703	64	1.00000
6.E-8	-5.95703	64	.600002E-7
0.99999994	5.70285	100	1.00000
6.E-8	-5.70285	100	.600003E-7
0.99999994	5.63097	120	1.00000
6.E-8	-5.63097	120	.600009E-7
0.99999994	5.35818	600	1.00000
6.E-8	-5.35818	600	.600003E-7
0.99999994	5.35306	651	1.00000
6.E-8	-5.35306	651	.600014E-7
0.99999994	5.33214	1000	1.00000
6.E-8	-5.33214	1000	.600013E-7
0.99999994	5.32661	1166	1.00000
6.E-8	-5.32661	1166	.600007E-7
0.99999994	5.29990	6000	1.00000
6.E-8	-5.29990	6000	.600011E-7
0.99999994	5.29937	6549	1.00000
6.E-8	-5.29937	6549	.599986E-7
0.99999994	5.29734	10000	1.00000
6.E-8	-5.29734	10000	.599996E-7
0.99999994	5.29605	15027	1.00000
6.E-8	-5.29605	15027	.600009E-7
0.99999994	5.29414	60000	1.00000
6.E-8	-5.29414	60000	.599987E-7
0.99999994	5.29408	65677	1.00000
6.E-8	-5.29408	65677	.600002E-7
0.9999999476328	.607842E+7	1	1.00000
5.23672E-8	-.607842E+7	1	.523672E-7
0.9999999476328	29.3008	6	1.00000
5.23672E-8	-29.3008	6	.523669E-7
0.9999999476328	13.3742	10	1.00000
5.23672E-8	-13.3742	10	.523689E-7
0.9999999476328	11.1919	12	1.00000
5.23672E-8	-11.1919	12	.523682E-7
0.9999999476328	6.04149	60	1.00000
5.23672E-8	-6.04149	60	.523671E-7
0.9999999476328	5.99161	64	1.00000
5.23672E-8	-5.99161	64	.523675E-7
0.9999999476328	5.73355	100	1.00000
5.23672E-8	-5.73355	100	.523679E-7
0.9999999476328	5.67965	114	1.00000
5.23672E-8	-5.67965	114	.523681E-7
0.9999999476328	5.38390	600	1.00000
5.23672E-8	-5.38390	600	.523662E-7
0.9999999476328	5.37518	691	1.00000
5.23672E-8	-5.37518	691	.523671E-7
0.9999999476328	5.35750	1000	1.00000
5.23672E-8	-5.35750	1000	.523660E-7
0.9999999476328	5.35245	1147	1.00000
5.23672E-8	-5.35245	1147	.523661E-7
0.9999999476328	5.32481	6000	1.00000
5.23672E-8	-5.32481	6000	.523667E-7
0.9999999476328	5.32450	6295	1.00000
5.23672E-8	-5.32450	6295	.523682E-7
0.9999999476328	5.32221	10000	1.00000
